orig_id	src	ref	error_class	mt_default	mt_alti	mt_labse	mt_comet	mt0	mt1	mt2	mt3	label0	label1	label2	label3	comment	GOOGLE TRANSLATE	annotator
1551	Dank seiner keimtötenden und krampflösenden Wirkung hilft er auch bei so mancher Magenverstimmung.	Because it is also antibacterial and eases cramping, it also helps deal with upset stomachs.	2	Thanks to its knee-knee-knee-knee-knee-vascular effect, it also helps in some stomach moods.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.	Thanks to its knee-knee-knee-knee-knee-vascular effect, it also helps in some stomach moods.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.			PART_H	OTHER				Thanks to its germicidal and antispasmodic effect, it also helps with some stomach upsets.	annotator_2
1787	Die Bedenklichkeit der Lage erforderte ein frühes und einschneidendes Senken der Zinssätze, die durch ein zu frühes Wiederherstellen des Vertrauens in die Höhe getrieben worden waren.	The precariousness of the situation called for early and dramatic declines in interest rates driven by an early restoration in confidence.	1	The gravity of the situation required an early and drastic reduction in interest rates, driven by the restoration of confidence too early.	The gravity of the situation required an early and far-reaching lowering of interest rates, which had been driven by an excessively early restoration of confidence.	The gravity of the situation required an early and far-reaching lowering of interest rates, which had been driven by an excessively early restoration of confidence.	The precariousness of the situation required an early and far-reaching reduction in interest rates, driven by the early restoration of confidence.	The gravity of the situation required an early and drastic reduction in interest rates, driven by the restoration of confidence too early.	The precariousness of the situation required an early and far-reaching reduction in interest rates, driven by the early restoration of confidence.	The gravity of the situation required an early and far-reaching lowering of interest rates, which had been driven by an excessively early restoration of confidence.		OK	OK	OK			The seriousness of the situation called for an early and sharp cut in interest rates, which had been spurred up by a premature restoration of confidence.	annotator_2
1587	Er war die Stra?e und die Stra?enkarte zugleich.	He was the road and the map at the same time.	1	He was both the Stra?e and the Stra?en card.	He was the Stra?e and the Stra?enmap.	He was the stra?e and the road map at the same time.	It was the road and the road map at the same time.	It was the road and the road map at the same time.	He was the stra?e and the road map at the same time.	He was both the Stra?e and the Stra?en card.	He was the Stra?e and the Stra?enmap.	OTHER	OTHER	FULL_H	FULL_H		He was the road and the road map at the same time.	annotator_2
2766	Arabic l Chinesisch l Chinese traditional l Niederländisch l Englisch l Französisch l Deutsch l Italienisch l Japanisch l Persisch (Farsi) l Polnisch l Portugiesisch l Russisch l Spanisch l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese simplified l Chinese traditional l Dutch l English l French l German l Italian l Japanese l Persian (Farsi) l Polish l Portuguese l Russian l Spanish l Welsh l Click here for the full list of languages we offer...	2	Chinese l Chinese traditional l english l english l english l english l english l english l english l english l english l english l english english l english english l english english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l	Arabic l Chinese Chinese l Chinese traditional l Dutch l english l eng english l eng l eng eng english l l l Japanese l Persisch (Farsi) l Polnisch l Portugiesisch l Russisch l Spanish l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese l Chinese traditional l Dutch l English l English l French l German l Italian l l Japanese l Persian (Farsi) l Polish l Portugiesian l Russian l Spanish l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese l Chinese traditional l Dutch l English l English l French l German l Italian l l Japanese l Persian (Farsi) l Polish l Portugiesian l Russian l Spanish l Walisisch l Click here for the full list of languages we offer...	Chinese l Chinese traditional l english l english l english l english l english l english l english l english l english l english l english english l english english l english english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l	Arabic l Chinese l Chinese traditional l Dutch l English l English l French l German l Italian l l Japanese l Persian (Farsi) l Polish l Portugiesian l Russian l Spanish l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese Chinese l Chinese traditional l Dutch l english l eng english l eng l eng eng english l l l Japanese l Persisch (Farsi) l Polnisch l Portugiesisch l Russisch l Spanish l Walisisch l Click here for the full list of languages we offer...		FULL_H	OK	PART_H			Arabic l Chinese l Chinese traditional l Dutch l English l French l German l Italian l Japanese l Persian (Farsi) l Polish l Portuguese l Russian l Spanish l Welsh l Click here for the full list of languages we offer...	annotator_2
131	Wer soll entscheiden?	Who is to decide?	0	Who should decide?	Who should decide?	Who is to decide?	Who should decide?	Who should decide?	Who is to decide?			OK	OK				Who should decide?	annotator_2
88	Empfehlenswert gleich mit der Zimmerreservierung zu buchen!	We recommend booking your treatments together with the hotel booking!	3	The staff were very friendly and helpful. The room was clean and comfortable.	The staff was very friendly and helpful. The room was clean and comfortable.	The room was very clean and the staff were friendly and helpful.	The hotel was very clean and the staff were very helpful.	The hotel was very clean and the staff were very helpful.	The room was very clean and the staff were friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff was very friendly and helpful. The room was clean and comfortable.	FULL_H	FULL_H	FULL_H	FULL_H		We recommend booking at the same time as you reserve your room!	annotator_2
3058	An der Rezeption waren sehr langsam und ich wage mir nicht vorstellen, wie man in der Saison hoch, während das Hotel und Bungalows genau sind sehr alt und schlecht eingerichtet.	The reception desk is rather slow and I dare not imagine how it must be in high season, while the hotel and bungalows are precisely very old and poorly furnished.	3	The staff were very friendly and helpful. The room was clean and comfortable.	The reception staff were very slow and I dare not imagine how to get up in the season while the hotel and bungalows are very old and poorly furnished.	The reception staff were very slow and I dare not imagine how to get up in the season while the hotel and bungalows are very old and poorly furnished.	The staff were very friendly and helpful and the room was very clean and comfortable.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff were very friendly and helpful and the room was very clean and comfortable.	The reception staff were very slow and I dare not imagine how to get up in the season while the hotel and bungalows are very old and poorly furnished.		FULL_H	FULL_H	OK			Reception were very slow and I dare not imagine how high the season is, while the hotel and bungalows are very old and poorly furnished.	annotator_2
657	Wir hatten einen fantastischen Aufenthalt, vielen Dank.	We had a fantastic stay, thank you.	3	The staff were very friendly and helpful.	We had a fantastic stay, thank you.	We had a fantastic stay, thank you.	We had a fantastic stay, thank you.	The staff were very friendly and helpful.	We had a fantastic stay, thank you.			FULL_H	OK				We had a fantastic stay, thank you.	annotator_2
2524	Gtech Mass Pferdestärke obwohl d Formel: Geschwindigkeit Zeit Beschleunigung Zeit d Gewicht von d Träger.	The Gtech measures horsepower though the formula: speed times acceleration times the weight of the vehicle.	1	Gtech Mass horse starch although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: Speed time time acceleration d weight of d carrier.	Gtech Mass equine although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: speed speed acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: speed speed acceleration time d weight of d carrier.	Gtech Mass equine although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: Speed time time acceleration d weight of d carrier.	OTHER	OTHER	OTHER	OTHER		Gtech Mass horsepower though d formula: speed time acceleration time d weight of d vehicle.	annotator_2
1549	Just nice up gefangen und aufgewärmt und ging dann zu Bett.	Just caught up nice and warmed up and then go to bed.	3	The staff were very friendly and helpful.	Just nice to catch up and warm up and then went to bed.	Just nice up caught and woken up and then went to bed.	Just nice to catch up and warm up and then went to bed.	The staff were very friendly and helpful.	Just nice up caught and woken up and then went to bed.	Just nice to catch up and warm up and then went to bed.		FULL_H	OK	OK			Just caught up nice and warmed up and then went to bed.	annotator_2
2261	Der Sturm in Afrika südlich der Sahara	The Storm in Sub-Saharan Africa	0	Sub-Saharan Africa's Storm	The Storm in Sub-Saharan Africa	The Storm in Sub-Saharan Africa	The Storm in Sub-Saharan Africa	Sub-Saharan Africa's Storm	The Storm in Sub-Saharan Africa			OK	OK				The storm in sub-Saharan Africa	annotator_2
2459	Ihr Sprössling kann nur dann gut abbeißen und die Nahrung gut für die Verdauung zerkleinern, wenn die kleinen Zähne auch richtig zueinander stehen.	Your child can only bite and chew its food properly for good digestion when the milk teeth are properly aligned.	1	Your springs can only eat well and cut the food well for digestion if the small teeth are right at each other.	Your springtone can only eat well, and the food is good for digestive digestion, if the small teeth are well placed.	Your spike can only be good and the food is good for digestion if the little teeth are right together.	Your knock-out can only be good if the small teeth stand up to each other and the food is good for digestion.	Your knock-out can only be good if the small teeth stand up to each other and the food is good for digestion.	Your spike can only be good and the food is good for digestion if the little teeth are right together.	Your springs can only eat well and cut the food well for digestion if the small teeth are right at each other.	Your springtone can only eat well, and the food is good for digestive digestion, if the small teeth are well placed.	OTHER	OTHER	OTHER	OK		Your offspring can only bite well and break up food for digestion if the small teeth are in the right position.	annotator_2
1184	(Das Parlament genehmigt das Protokoll.)	(The Minutes were approved)	0	(The Minutes were approved)	(Parliament approved the Minutes)	(Parliament approved the Minutes)	(Parliament approved the Minutes)	(The Minutes were approved)	(Parliament approved the Minutes)			UNDER	OK				(Parliament approves the minutes.)	annotator_2
524	Die Verringerung unwirtschaftlicher Ausgaben.	Reducing wasteful expenditure.	0	Reducing inefficient spending.	The reduction of uneconomic expenditure.	The reduction of uneconomic expenditure.	The reduction of uneconomic expenditure.	Reducing inefficient spending.	The reduction of uneconomic expenditure.			OK	OTHER				Reducing wasted spending.	annotator_2
2476	Wenn Sie eine Lamelle Unterstützung besonders in der Mitte des Fußbodens.	When you have a slat support especially in the middle of the floor.	1	If you have a lamp support especially in the middle of the floor.	If you have a laminous support especially in the midst of the floor.	If you have a linen support especially in the center of the floor.	If you have a lamin support especially in the center of the floor.	If you have a lamin support especially in the center of the floor.	If you have a linen support especially in the center of the floor.	If you have a lamp support especially in the middle of the floor.	If you have a laminous support especially in the midst of the floor.	OK	OK	OK	OK		If you have a slat support especially in the middle of the floor.	annotator_2
640	Die Fußböden sauber und ohne Zeichen tragen, Beschädigung, etc.	Floors clean and without wearing characters, damage, etc.	2	The room was very clean and comfortable. The bathroom was very clean.	The floors are clean and have no sign to wear, damage, etc.	The flooring is clean and without signs, damage, etc.	The floors are clean and have no signs, damage, etc.	The floors are clean and have no signs, damage, etc.	The flooring is clean and without signs, damage, etc.	The room was very clean and comfortable. The bathroom was very clean.	The floors are clean and have no sign to wear, damage, etc.	OK	OK	FULL_H	OK		Wear the floors clean and without signs, damage, etc.	annotator_2
1862	"Der AG bleibt auch bei der Auftragsdatenverarbeitung weiterhin Eigentümer und Herr"" der personenbezogenen Daten."	"The Client shall, also in the case of commissioned data processing, continue to remain the owner and ""master"" of the person-related data."	0	The AG will continue to own and control personal data in the processing of order data.	"The AG also retains the owner and master"" of personal data for the processing of order data."	The AG remains the owner and head of the personal data even for the processing of the order data.	The Company will continue to be the owner and lord of the personal data during the processing of the order data.	The Company will continue to be the owner and lord of the personal data during the processing of the order data.	The AG remains the owner and head of the personal data even for the processing of the order data.	The AG will continue to own and control personal data in the processing of order data.	"The AG also retains the owner and master"" of personal data for the processing of order data."	OK	OK	OK	OK		"The AG remains the owner and ""master"" of the personal data even when processing the order data."	annotator_2
2868	Das Kommissionsmitglied Byrne hob hervor, dass es sich um eine sektorbezogene und prospektive Studie handele.	Commissioner Byrne emphasised the sectoral and exploratory nature of the study.	0	Commissioner Byrne stressed that this was a sectoral and prospective study.	The Commissioner stressed that this was a sectoral and prospective study.	Commissioner Byrne pointed out that this was a sectoral and prospective study.	Commissioner Byrne stressed that this was a sectoral and prospective study.	Commissioner Byrne stressed that this was a sectoral and prospective study.	Commissioner Byrne pointed out that this was a sectoral and prospective study.	The Commissioner stressed that this was a sectoral and prospective study.		OK	OK	OK			Commissioner Byrne underlined that the study was sectoral and prospective.	annotator_2
661	Es ist angenommen, dass 80% Fallen der Lumboischialgie in Wirklichkeit Wirbelbandscheibebruche sind.	It is assumed that 80% of lumbar ishialgia cases are in fact DH.	1	It is believed that 80% traps of lumboishialgy are in fact eddy tape discs.	It is thought that 80% of traps of lumbooish energy are in fact veritable ribbon ribbon.	It is assumed that 80% traps of the lumboischialgie are in fact eddy-wire discs.	It is believed that 80% of cases of lumboicia are in fact hang glue discs.	It is believed that 80% of cases of lumboicia are in fact hang glue discs.	It is assumed that 80% traps of the lumboischialgie are in fact eddy-wire discs.	It is believed that 80% traps of lumboishialgy are in fact eddy tape discs.	It is thought that 80% of traps of lumbooish energy are in fact veritable ribbon ribbon.	OTHER	OTHER	OTHER	OTHER		It is believed that 80% of cases of lumboischialgia are actually vertebral disc hernias.	annotator_2
3196	Der Junge hat Stellung in einem Hotel bekommen.	The boy got a job at a hotel.	3	The staff were very friendly and helpful.	The location of the hotel is excellent. The staff was very friendly and helpful.	The location of the hotel is excellent. The staff was very friendly and helpful.	The room was very clean and comfortable.	The staff were very friendly and helpful.	The room was very clean and comfortable.	The location of the hotel is excellent. The staff was very friendly and helpful.		FULL_H	FULL_H	FULL_H			The boy got a job in a hotel.	annotator_2
2638	Herr Präsident, meine sehr verehrten Damen und Herren Abgeordnete,	Mr President, Ladies and Gentlemen	0	Mr President, ladies and gentlemen,	Mr President, ladies and gentlemen,	Mr President, honourable Members,	Mr President, honourable Members,	Mr President, ladies and gentlemen,	Mr President, honourable Members,			OK	OTHER				Mr President, ladies and gentlemen,	annotator_2
2970	Zusammenfassung: Wenn gleichzeitig eine Mutation des Chloridkanals B (CLCNKB) voerliegt, so können Mutationen des CLCNKAGens das autosomal rezessive infantile Bartter -Syndrom auslösen.	Summary: If there is a simultaneous mutation of the chloride channel B (CLCNKB) mutations of CLCNKA gene can cause autosomal recessive infantile Bartter syndrome.	1	Summary: If at the same time a mutation of the Chloridkanals B (CLCNKB) voerbt, so kann Mutationen des CLCNKAGens das autosomal re recessionive infantile Bartter -Syndrom aus trigger.	Summary: If at the same time a mutation of Chloridkanals B (CLCNKB) voerbt, so mutations of CLCNKAGens das autosomal recessive infantile Bartter -Syndrom can be triggered.	Summary: If concurrently a mutation des Chloridkanals B (CLCNKB) voerlie, so can mutations of the CLCNKAGens das autosomal recessive infantile Bartter -Syndrom trigger.	Summary: If simultaneously a mutation of the Chloridkanals B (CLCNKB) voeriding, then mutations of the CLCNKAGens can trigger autosomal recessive infantile Bartter -Syndrome.	Summary: If simultaneously a mutation of the Chloridkanals B (CLCNKB) voeriding, then mutations of the CLCNKAGens can trigger autosomal recessive infantile Bartter -Syndrome.	Summary: If concurrently a mutation des Chloridkanals B (CLCNKB) voerlie, so can mutations of the CLCNKAGens das autosomal recessive infantile Bartter -Syndrom trigger.	Summary: If at the same time a mutation of the Chloridkanals B (CLCNKB) voerbt, so kann Mutationen des CLCNKAGens das autosomal re recessionive infantile Bartter -Syndrom aus trigger.	Summary: If at the same time a mutation of Chloridkanals B (CLCNKB) voerbt, so mutations of CLCNKAGens das autosomal recessive infantile Bartter -Syndrom can be triggered.	OK	OK	OK	OK		Summary: If a mutation of the chloride channel B (CLCNKB) is present at the same time, mutations of the CLCNKA gene can trigger the autosomal recessive infantile Bartter syndrome.	annotator_2
907	In diesem Rahmen schlaegt sie folgende Massnahmen vor:	In this context it proposes the following measures:	0	In this context, the Commission proposes the following measures:	In this context, it proposes the following measures:	In this context, it proposes the following measures:	In this context, the Commission proposes the following measures:	In this context, the Commission proposes the following measures:	In this context, it proposes the following measures:			PART_H	OK				In this context, it proposes the following measures:	annotator_2
2938	"Also die super feinen Hotel, oder von unseren ländlichen Häuser, nur im ""unmittelbaren Hinterland."	So the super fine hotel, or by our rural houses, just in immediate hinterland.	3	The staff were very friendly and helpful. The room was clean and comfortable.	"So the super fine hotel, or from our rural houses, only in the ""immacent hinterland."	"So the super fine hotel, or of our rural homes, just in the ""inmedient hinterland."	The hotel was very clean and the staff was very friendly and helpful.	The hotel was very clean and the staff was very friendly and helpful.	"So the super fine hotel, or of our rural homes, just in the ""inmedient hinterland."	The staff were very friendly and helpful. The room was clean and comfortable.	"So the super fine hotel, or from our rural houses, only in the ""immacent hinterland."	FULL_H	OK	FULL_H	OK		So the super fine hotel, or from our rural houses, just in the 'immediate hinterland.	annotator_2
3291	Sie hat 3 Schlafzimmer und einen Gemeinschaftspool und ist vollständig möbliert.	It consists of 3 bedrooms, communal pool and is fully furnished.	1	It is fully furnished and equipped for your comfort.	It has 3 bedrooms and a community pool and is fully furnished.	It has 3 bedrooms and a communal pool and is fully furnished.	It has 3 bedrooms and a communal pool and is fully furnished.	It is fully furnished and equipped for your comfort.	It has 3 bedrooms and a communal pool and is fully furnished.	It has 3 bedrooms and a community pool and is fully furnished.		UNDER	OK	OK			It has 3 bedrooms and a communal pool and is fully furnished.	annotator_2
1821	Kühlschrank zu klein für den Standard nicht?	Refrigerator too small for the standard not you?	3	The room was very small and the bathroom was very small.	Too small for the standard not?	Too small for the standard not?	Too small for the standard not?	The room was very small and the bathroom was very small.	Too small for the standard not?			FULL_H	FULL_H				Fridge too small for the standard not?	annotator_2
1591	Fraktion der Grünen / Freie Europäische Allianz	the Group of the Greens/European Free Alliance	2	Independence and Democracy Group (includes 10 UKIP MEPs and one independent MEP from Ireland)	Group of the Greens/European Free Alliance (includes 10 UKIP MEPs and one independent MEP from Ireland)	Group of the Greens/European Free Alliance	Group of the Greens/European Free Alliance	Independence and Democracy Group (includes 10 UKIP MEPs and one independent MEP from Ireland)	Group of the Greens/European Free Alliance	Group of the Greens/European Free Alliance (includes 10 UKIP MEPs and one independent MEP from Ireland)		FULL_H	OK	PART_H			Group of the Greens / European Free Alliance	annotator_2
1759	Welches Potenzial Porzellan hat, loteten die Kreativen in den Ateliers von KAHLA aus.	"The creative""s sounded out the potential of porcelain in the KAHLA studios."	1	The potential of porcelain was exhausted by the creatives in the workshops of KAHLA.	The potential of porcelain, the creatives in the Ateliers of KAHLA, has been singled out.	What has the potential of porcelain, the creatives in the ateliers of KAHLA.	The creative talent in the ateliers of KAHLA found out the potential of porcelain.	The creative talent in the ateliers of KAHLA found out the potential of porcelain.	What has the potential of porcelain, the creatives in the ateliers of KAHLA.	The potential of porcelain was exhausted by the creatives in the workshops of KAHLA.	The potential of porcelain, the creatives in the Ateliers of KAHLA, has been singled out.	OK	UNDER	OTHER	OTHER		The creative people in the KAHLA studios explored the potential of porcelain.	annotator_2
1014	Das schöne und kompakte 1-Zimmer-Apartment ist absolut zentral und trotzdem ruhig gelegen.	The beautiful and compact 1-bedroom-apartment is very central and although quiet located.	3	The room was clean and comfortable. The staff were very helpful.	The beautiful and compact one-room apartment is perfectly central, yet quiet.	The beautiful and compact one-room apartment is perfectly central, yet quiet.	The beautiful and compact one-room apartment is perfectly central, yet quiet.	The room was clean and comfortable. The staff were very helpful.	The beautiful and compact one-room apartment is perfectly central, yet quiet.			FULL_H	OK				The beautiful and compact 1-room apartment is absolutely central and yet quiet.	annotator_2
3091	Ich finde es unverzeihlich, daß wir ein Ein-Millionen-Dächer-Solarprogramm fordern, aber weder in Straßburg noch in Brüssel in erneuerbare Energien investiert haben und hier keinerlei Energieeinsparung betreiben: Beispielsweise sind die Vorkammern zu unseren Büros Tag und Nacht beleuchtet und lassen sich nicht ausschalten und ähnliches.	I find it unforgivable that we call for a One Million Roofs Solar Programme, but we have not invested in renewable energy either in Strasbourg or Brussels and have not adopted the slightest energy-saving procedures here: for example, the vestibules to our offices are lit up day and night and the lights cannot be switched off, and so forth.	2	I find it unforgivable that we are calling for a one-million-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand	I find it irresponsible that we are calling for a one-million-dollar solar programme, but that neither in Strasbourg nor in Brussels have invested in renewables and have no energy savings here: for example, the chambers at our offices are illuminated day and night and cannot be turned off and similar.	I find it unforgivable that we are calling for a one-million-dollar solar programme, but that we have not invested in renewable energy in Strasbourg or in Brussels and that we have no energy savings here: for example, the chambers on our offices are illuminated day and night, and cannot be shut down and similar.	I find it unforgivable that we are calling for a one-million-thirds-solar programme, but that we have not invested in renewable energies in Strasbourg or in Brussels and that we are not making any energy savings here: for example, the front chambers of our offices are illuminated day and night and cannot be shut down and so on.	I find it unforgivable that we are calling for a one-million-thirds-solar programme, but that we have not invested in renewable energies in Strasbourg or in Brussels and that we are not making any energy savings here: for example, the front chambers of our offices are illuminated day and night and cannot be shut down and so on.	I find it unforgivable that we are calling for a one-million-dollar solar programme, but that we have not invested in renewable energy in Strasbourg or in Brussels and that we have no energy savings here: for example, the chambers on our offices are illuminated day and night, and cannot be shut down and similar.	I find it unforgivable that we are calling for a one-million-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand-thousand	I find it irresponsible that we are calling for a one-million-dollar solar programme, but that neither in Strasbourg nor in Brussels have invested in renewables and have no energy savings here: for example, the chambers at our offices are illuminated day and night and cannot be turned off and similar.	OK	OK	PART_H	OK		I find it unforgivable that we are calling for a one-million-roof solar program, but have not invested in renewable energies in either Strasbourg or Brussels and are not making any energy savings here: for example, the antechambers to our offices are illuminated day and night and cannot be turn off and the like.	annotator_2
271	Was wird gespielt?	What are they playing?	0	What is being played?	What is playing?	What is played?	What will be played?	What will be played?	What is played?	What is being played?	What is playing?	OK	OK	OK	OK		What is playing?	annotator_2
1936	Die Kommission schlägt vor,	The Commission proposes:	0	The Commission proposes:	The Commission proposes:	The Commission proposes:	The Commission proposes:	The Commission proposes:				OK					The Commission proposes	annotator_2
1278	Ich weiß nicht, ob es nur einen, oder wenn es in der Tat sowohl die zugrunde liegenden Paarung zu einem Test gerade jetzt passieren, aber ich frage mich wirklich, wie diejenigen, die bereits regge Landwirte reagieren würde, um herauszufinden, dass - in dieser Art von Schurken erhalten Züchter in den Verein nach unten ziehen den ganzen Verlauf uppfödarregistreringens Ruf richtig!	I do not know if there is only one, or if it is in fact both the underlying mating to pass a test right now, but I really wonder how those who are already regge farmers would react to finding out that - to get into that kind of rogue breeders in the club drag down the whole course uppfödarregistreringens reputation properly!	1	I do not know if there is only one, or if it really happens both the underlying couple to a test just now, but I really wonder how those who already would react rage farmers to find out that - in this type of rogue farmers get breeders in the club down pull the whole graceful vocabulary call right!	I do not know if it is just one, or if it is true that both the underlying pair are going to a test just now, but I really wonder how those who already rage farmers would respond to find out that - in this kind of scooters get breeders in the club downwards pull up the whole course Eco-registration call correctly!	I do not know if there is only one, or if in fact it is both the underlying pairing to a test now, but I really wonder how those who would already react rage farmers to find out that - in this type of rogues get breeders in the club downwards draw the whole procession's call right!	I do not know if there is only one, or if there is in fact both the underlying pair to a test just now, but I really wonder how those who already rained farmers would respond to find out that - in this type of rogues received breeders in the club down the entire course of the promotional registration call right!	I do not know if there is only one, or if there is in fact both the underlying pair to a test just now, but I really wonder how those who already rained farmers would respond to find out that - in this type of rogues received breeders in the club down the entire course of the promotional registration call right!	I do not know if there is only one, or if in fact it is both the underlying pairing to a test now, but I really wonder how those who would already react rage farmers to find out that - in this type of rogues get breeders in the club downwards draw the whole procession's call right!	I do not know if there is only one, or if it really happens both the underlying couple to a test just now, but I really wonder how those who already would react rage farmers to find out that - in this type of rogue farmers get breeders in the club down pull the whole graceful vocabulary call right!	I do not know if it is just one, or if it is true that both the underlying pair are going to a test just now, but I really wonder how those who already rage farmers would respond to find out that - in this kind of scooters get breeders in the club downwards pull up the whole course Eco-registration call correctly!	OK	OK	OK	OK		I don't know if it's just one, or if it's in fact both underlying mating to a test happening right now, but I really wonder how those who are already brisk farmers would react to finding that out - in this one Kind of rogue get breeders in the club pull down the whole course uppfödarregistreringens reputation right!	annotator_2
1043	Wann benutzt man eine while, und wann eine for-Schleife?	When do you use a while loop or a for loop?	1	When do I use a while, and when do I have a for-soap?	When do you use a while, and when a for-shoe?	When do you use a while, and when do you use a for loop?	When do I use one while, and when do I have a for loop?	When do I use one while, and when do I have a for loop?	When do you use a while, and when do you use a for loop?	When do I use a while, and when do I have a for-soap?	When do you use a while, and when a for-shoe?	OK	OK	OTHER	OTHER		When to use a while and when to use a for loop?	annotator_2
2429	Nein, die Partyfässchen müssen nicht ausgewaschen werden.	No, the party kegs do not need to be washed or rinsed out.	1	No, you don't have to wash your party's legs.	No, the party guys don't have to be washed.	No, the party trousers do not have to be washed.	No, the party cloths do not have to be washed out.	No, the party cloths do not have to be washed out.	No, the party trousers do not have to be washed.	No, you don't have to wash your party's legs.	No, the party guys don't have to be washed.	OK	OK	OTHER	OTHER		No, the party kegs do not have to be washed out.	annotator_2
1022	So hatte es sich so, dass es gibt.	So it had to withdraw so that there is.	0	That is how it was that there were.	That is how it happened that there is.	That was how it was that there was.	That is how it happened that there is.	That is how it was that there were.	That was how it was that there was.	That is how it happened that there is.		OK	OK	OK			So it had to be so that there is.	annotator_2
898	"Ergebnisse zu zeitigen und die europäische Wirtschaft wieder auf die Überholspur zu bringen"", so AdR-Präsident Peter Straub."	"It's about delivering results and getting the EU economy back on track,"" CoR President Straub said."	2	said CoR President Peter Straub.	said CoR President Peter Straub.	said CoR President Peter Straub.	said CoR President Peter Straub.	said CoR President Peter Straub.				UNDER					"deliver results and get the European economy back on track,"" said CoR President Peter Straub."	annotator_2
1422	Pro verschenktem Brezn bekommen die Burschen als Art Gegenleistung ein vom Mädchen schön bemaltes Osterei zurück.	Per pretzel gave away the boys get back in return as a kind of beautiful girls painted Easter egg.	2	In return, the castles are given a kind of gift by the girl to a beautiful painted Easter shop.	Pro forgiven Brezn, the castles get back in exchange for a gorgeously painted East painting by the girl.	For a given brezn, the castles are given a beautiful painted Eastery by the girl in return.	In return for the gift of brazn, the castles are given back in return to an eastery beautifully painted by the girl.	In return for the gift of brazn, the castles are given back in return to an eastery beautifully painted by the girl.	For a given brezn, the castles are given a beautiful painted Eastery by the girl in return.	In return, the castles are given a kind of gift by the girl to a beautiful painted Easter shop.	Pro forgiven Brezn, the castles get back in exchange for a gorgeously painted East painting by the girl.	PART_H	PART_H	PART_H	PART_H		For each pretzel given away, the boys get an Easter egg beautifully painted by the girl in return.	annotator_2
200	Der Service ist fantastisch; man bekommt ein Getränk, es gibt auch schon mal eine Kopfmassage (mit Eiswasser) umsonst und auch sonst fühlt man sich schnell rundum wohl.	The service is amazing; you get a drink for free and Adris (the owner) really tries hard to make you feel comfortable. Sometimes you'll even get a free head massage.	2	The staff were very friendly and helpful. The room was clean and comfortable.	The service is fantastic; you'll get a drink, there's a head massage (with ice water) around the place, and you'll feel all around.	The service is fantastic; you get a drink, there is a head massage (with ice water) free of charge, and you'll feel very comfortable all over.	The service is fantastic; you get a drink, there is a head massage (with ice water) free of charge, and you'll feel very comfortable all over.	The staff were very friendly and helpful. The room was clean and comfortable.	The service is fantastic; you get a drink, there is a head massage (with ice water) free of charge, and you'll feel very comfortable all over.	The service is fantastic; you'll get a drink, there's a head massage (with ice water) around the place, and you'll feel all around.		FULL_H	OK	OTHER			The service is fantastic; you get a drink, there is also a head massage (with ice water) for free and otherwise you quickly feel completely at ease.	annotator_2
